YearMonth,YearAndFraction,SSN_OBS_SWO,SSN_OBS_RI,Ratio_RI_SW,SM_SWO,SM_RI,RF_OBS_10.7cm,RF_SM_10.7cm,GEO_OBS_Ap,GEO_SM_Ap,GSY_AvMnthT_C
188706,1887.455,,15.7,,,12.7,,,,,13.8
188707,1887.540,,23.3,,,13.2,,,,,15.6
188708,1887.625,,21.4,,,13.0,,,,,16.1
188709,1887.707,,7.4,,,12.9,,,,,13.3
188710,1887.792,,6.6,,,13.0,,,,,9.4
188711,1887.874,,6.9,,,12.4,,,,,7.1
188712,1887.959,,20.7,,,11.4,,,,,6
188801,1888.044,,12.7,,,10.2,,,,,5.4
188802,1888.126,,7.1,,,8.6,,,,,3.3
188803,1888.208,,7.8,,,7.9,,,,,4.2
188804,1888.290,,5.1,,,7.8,,,,,6.4
188805,1888.375,,7.0,,,7.8,,,,,9.6
188806,1888.457,,7.1,,,7.3,,,,,12.6
188807,1888.542,,3.1,,,6.3,,,,,13.6
188808,1888.627,,2.8,,,5.8,,,,,14.1
188809,1888.709,,8.8,,,5.8,,,,,14.2
188810,1888.794,,2.1,,,5.8,,,,,10.3
188811,1888.876,,10.7,,,5.5,,,,,10.2
188812,1888.961,,6.7,,,5.3,,,,,7.9
188901,1889.046,,0.8,,,5.5,,,,,5.9
188902,1889.125,,8.5,,,6.5,,,,,5.3
188903,1889.207,,6.7,,,7.2,,,,,5.7
188904,1889.290,,4.3,,,7.1,,,,,7.7
188905,1889.374,,2.4,,,6.7,,,,,11.4
188906,1889.457,,6.4,,,6.2,,,,,13.8
188907,1889.541,,9.4,,,6.4,,,,,15
188908,1889.626,,20.6,,,6.3,,,,,15
188909,1889.708,,6.5,,,5.9,,,,,14.7
188910,1889.793,,2.1,,,5.7,,,,,10.9
188911,1889.875,,0.2,,,5.7,,,,,9.2
188912,1889.960,,6.7,,,5.6,,,,,6.3
189001,1890.045,,5.3,,,5.4,,,,,8.3
189002,1890.125,,0.6,,,5.0,,,,,5.9
189003,1890.207,,5.1,,,5.0,,,,,7.2
189004,1890.289,,1.6,,,5.8,,,,,8.1
189005,1890.374,,4.8,,,6.6,,,,,11.4
189006,1890.456,,1.3,,,7.0,,,,,12.7
189007,1890.541,,11.6,,,7.4,,,,,13.8
189008,1890.626,,8.5,,,8.6,,,,,14.5
189009,1890.708,,17.2,,,9.8,,,,,14.8
189010,1890.793,,11.2,,,10.8,,,,,11.8
189011,1890.875,,9.6,,,13.1,,,,,8.4
189012,1890.960,,7.8,,,16.5,,,,,2.9
189101,1891.044,,13.5,,,20.5,,,,,4.8
189102,1891.124,,22.2,,,23.4,,,,,6.1
189103,1891.206,,10.4,,,26.0,,,,,6.8
189104,1891.288,,20.5,,,29.2,,,,,6.9
189105,1891.373,,41.1,,,32.2,,,,,9.6
189106,1891.455,,48.3,,,34.6,,,,,13.4
189107,1891.540,,58.8,,,37.9,,,,,14.4
189108,1891.625,,33.0,,,42.5,,,,,14.5
189109,1891.707,,53.8,,,46.4,,,,,15.1
189110,1891.792,,51.5,,,50.0,,,,,12.2
189111,1891.874,,41.9,,,53.7,,,,,8.3
189112,1891.959,,32.5,,,56.5,,,,,7.8
189201,1892.044,,69.1,,,58.4,,,,,5.6
189202,1892.126,,75.6,,,62.0,,,,,6.2
189203,1892.208,,49.9,,,65.2,,,,,4.9
189204,1892.290,,69.6,,,66.3,,,,,7.9
189205,1892.375,,79.6,,,68.1,,,,,11.3
189206,1892.457,,76.3,,,71.0,,,,,13.3
189207,1892.542,,76.5,,,73.2,,,,,15
189208,1892.627,,101.4,,,73.3,,,,,16.4
189209,1892.709,,62.8,,,73.9,,,,,14.8
189210,1892.794,,70.5,,,75.3,,,,,10.2
189211,1892.876,,65.4,,,76.3,,,,,9.9
189212,1892.961,,78.6,,,77.1,,,,,6.6
189301,1893.046,,75.0,,,78.1,,,,,5.4
189302,1893.125,,73.0,,,79.8,,,,,7.5
189303,1893.207,,65.7,,,81.6,,,,,9.4
189304,1893.290,,88.1,,,82.6,,,,,11.5
189305,1893.374,,84.7,,,83.4,,,,,13.2
189306,1893.457,,89.9,,,84.5,,,,,15.4
189307,1893.541,,88.6,,,85.4,,,,,16.3
189308,1893.626,,129.2,,,86.3,,,,,18.1
189309,1893.708,,77.9,,,86.2,,,,,15.2
189310,1893.793,,80.0,,,85.3,,,,,12.9
189311,1893.875,,75.1,,,85.8,,,,,8.6
189312,1893.960,,93.8,,,86.8,,,,,7.6
189401,1894.045,,83.2,,,87.9,,,,,5.9
189402,1894.125,,84.6,,,86.2,,,,,7.4
189403,1894.207,,52.3,,,83.2,,,,,8.5
189404,1894.289,,81.6,,,82.6,,,,,10.7
189405,1894.374,,101.2,,,81.6,,,,,10.3
189406,1894.456,,98.9,,,79.4,,,,,13.6
189407,1894.541,,106.0,,,77.2,,,,,15.2
189408,1894.626,,70.3,,,75.6,,,,,15.3
189409,1894.708,,65.9,,,75.3,,,,,14.4
189410,1894.793,,75.5,,,75.4,,,,,12.5
189411,1894.875,,56.6,,,73.8,,,,,10.4
189412,1894.960,,60.0,,,71.3,,,,,8.3
189501,1895.044,,63.3,,,67.7,,,,,4.4
189502,1895.124,,67.2,,,65.2,,,,,1.1
189503,1895.206,,61.0,,,64.8,,,,,6.3
189504,1895.288,,76.9,,,64.2,,,,,8.5
189505,1895.373,,67.5,,,63.5,,,,,11.9
189506,1895.455,,71.5,,,63.5,,,,,14.3
189507,1895.540,,47.8,,,62.5,,,,,15.1
189508,1895.625,,68.9,,,60.7,,,,,16.0
189509,1895.707,,57.7,,,59.9,,,,,17.6
189510,1895.792,,67.9,,,58.2,,,,,11.1
189511,1895.874,,47.2,,,55.1,,,,,11.3
189512,1895.959,,70.7,,,52.5,,,,,8.8
189601,1896.044,,29.0,,,51.5,,,,,7.3
189602,1896.126,,57.4,,,49.6,,,,,6.7
189603,1896.208,,52.0,,,48.0,,,,,9.1
189604,1896.290,,43.8,,,46.6,,,,,10.0
189605,1896.375,,27.7,,,44.5,,,,,12.2
189606,1896.457,,49.0,,,43.0,,,,,15.4
189607,1896.542,,45.0,,,42.3,,,,,16.9
189608,1896.627,,27.2,,,41.6,,,,,15.9
189609,1896.709,,61.3,,,39.5,,,,,14.4
189610,1896.794,,28.7,,,38.0,,,,,10.2
189611,1896.876,,38.0,,,37.1,,,,,7.8
189612,1896.961,,42.6,,,35.3,,,,,7.2
189701,1897.046,,40.6,,,33.0,,,,,5.1
189702,1897.125,,29.4,,,32.0,,,,,8.5
189703,1897.207,,29.1,,,31.2,,,,,8.3
189704,1897.290,,31.0,,,30.1,,,,,9.1
189705,1897.374,,20.0,,,28.3,,,,,10.6
189706,1897.457,,11.3,,,26.6,,,,,14.8
189707,1897.541,,27.6,,,25.8,,,,,16.4
189708,1897.626,,21.8,,,25.7,,,,,16.4
189709,1897.708,,48.1,,,26.3,,,,,14.2
189710,1897.793,,14.3,,,26.0,,,,,13.3
189711,1897.875,,8.4,,,25.6,,,,,10.8
189712,1897.960,,33.3,,,26.3,,,,,8.4
189801,1898.045,,30.2,,,26.0,,,,,7.9
189802,1898.125,,36.4,,,25.6,,,,,7.8
189803,1898.207,,38.3,,,25.4,,,,,6.2
189804,1898.289,,14.5,,,25.7,,,,,9.6
189805,1898.374,,25.8,,,27.5,,,,,11.0
189806,1898.456,,22.3,,,27.6,,,,,13.4
189807,1898.541,,9.0,,,26.3,,,,,16.4
189808,1898.626,,31.4,,,24.7,,,,,16.8
189809,1898.708,,34.8,,,22.7,,,,,17.2
189810,1898.793,,34.4,,,21.9,,,,,14.1
189811,1898.875,,30.9,,,21.1,,,,,10.2
189812,1898.960,,12.6,,,20.3,,,,,9.8
189901,1899.044,,19.5,,,20.4,,,,,8.6
189902,1899.124,,9.2,,,19.4,,,,,8.2
189903,1899.206,,18.1,,,17.1,,,,,7.2
189904,1899.288,,14.2,,,15.1,,,,,9.3
189905,1899.373,,7.7,,,13.2,,,,,11.3
189906,1899.455,,20.5,,,12.2,,,,,15.2
189907,1899.540,,13.5,,,11.7,,,,,16.6
189908,1899.625,,2.9,,,11.4,,,,,18.7
189909,1899.707,,8.4,,,11.2,,,,,15.9
189910,1899.792,,13.0,,,10.9,,,,,13.2
189911,1899.874,,7.8,,,11.3,,,,,10.7
189912,1899.959,,10.5,,,11.3,,,,,6.7
190001,1900.044,,9.4,,,10.7,,,,,7.8
190002,1900.123,,13.6,,,10.5,,,,,6.7
190003,1900.205,,8.6,,,10.6,,,,,5.9
190004,1900.287,,16.0,,,10.6,,,,,9.8
190005,1900.372,,15.2,,,10.4,,,,,10.8
190006,1900.454,,12.1,,,9.9,,,,,13.6
190007,1900.539,,8.3,,,9.1,,,,,17.2
190008,1900.624,,4.3,,,8.2,,,,,15.9
190009,1900.706,,8.3,,,7.6,,,,,15.5
190010,1900.791,,12.9,,,6.8,,,,,12.9
190011,1900.873,,4.5,,,5.9,,,,,9.7
190012,1900.958,,0.3,,,5.4,,,,,9.9
190101,1901.043,,0.2,,,4.8,,,,,6.7
190102,1901.123,,2.4,,,4.4,,,,,4.8
190103,1901.205,,4.5,,,3.9,,,,,5.9
190104,1901.287,,0.0,,,3.2,,,,,9.3
190105,1901.372,,10.2,,,2.8,,,,,11.2
190106,1901.454,,5.8,,,2.8,,,,,14.1
190107,1901.539,,0.7,,,3.0,,,,,16.9
190108,1901.624,,1.0,,,3.1,,,,,16.6
190109,1901.706,,0.6,,,3.3,,,,,15.4
190110,1901.791,,3.7,,,3.6,,,,,12.4
190111,1901.873,,3.8,,,3.3,,,,,8.7
190112,1901.958,,0.0,,,2.8,,,,,7.2
190201,1902.042,,5.5,,,2.7,,,,,7.7
190202,1902.122,,0.0,,,2.7,,,,,4.9
190203,1902.204,,12.4,,,3.1,,,,,8.0
190204,1902.286,,0.0,,,3.9,,,,,8.8
190205,1902.371,,2.8,,,4.7,,,,,9.7
190206,1902.453,,1.4,,,5.0,,,,,13.1
190207,1902.538,,0.9,,,5.2,,,,,15.2
190208,1902.623,,2.3,,,6.0,,,,,15.8
190209,1902.705,,7.6,,,6.7,,,,,15.4
190210,1902.790,,16.3,,,7.9,,,,,12.0
190211,1902.872,,10.3,,,9.5,,,,,9.3
190212,1902.957,,1.1,,,10.6,,,,,7.7
190301,1903.042,,8.3,,,12.3,,,,,7.2
190302,1903.121,,17.0,,,14.5,,,,,7.8
190303,1903.203,,13.5,,,15.8,,,,,8.4
190304,1903.285,,26.1,,,16.9,,,,,7.7
190305,1903.370,,14.6,,,19.3,,,,,11.1
190306,1903.452,,16.3,,,22.5,,,,,12.2
190307,1903.537,,27.9,,,25.4,,,,,15.2
190308,1903.622,,28.8,,,26.6,,,,,14.8
190309,1903.704,,11.1,,,27.9,,,,,14.4
190310,1903.789,,38.9,,,29.6,,,,,12.3
190311,1903.871,,44.5,,,31.4,,,,,9.5
190312,1903.956,,45.6,,,33.5,,,,,6.3
190401,1904.041,,31.6,,,35.5,,,,,6.6
190402,1904.123,,24.5,,,37.7,,,,,5.8
190403,1904.205,,37.2,,,39.7,,,,,6.0
190404,1904.287,,43.0,,,41.1,,,,,8.8
190405,1904.372,,39.5,,,41.5,,,,,10.7
190406,1904.454,,41.9,,,41.6,,,,,12.5
190407,1904.539,,50.6,,,42.9,,,,,16.2
190408,1904.624,,58.2,,,46.4,,,,,15.4
190409,1904.706,,30.1,,,49.8,,,,,13.9
190410,1904.791,,54.2,,,50.4,,,,,12.4
190411,1904.873,,38.0,,,50.6,,,,,9.1
190412,1904.958,,54.6,,,51.3,,,,,8.5
190501,1905.043,,54.8,,,52.5,,,,,6.2
190502,1905.123,,85.8,,,53.5,,,,,6.9
190503,1905.205,,56.5,,,54.5,,,,,7.9
190504,1905.287,,39.3,,,56.6,,,,,8.3
190505,1905.372,,48.0,,,60.5,,,,,10.3
190506,1905.454,,49.0,,,63.4,,,,,13.2
190507,1905.539,,73.0,,,63.1,,,,,15.8
190508,1905.624,,58.8,,,60.4,,,,,15.2
190509,1905.706,,55.0,,,58.5,,,,,13.6
190510,1905.791,,78.7,,,59.5,,,,,10.3
190511,1905.873,,107.2,,,60.6,,,,,8.2
190512,1905.958,,55.5,,,61.5,,,,,7.2
190601,1906.042,,45.5,,,63.4,,,,,7.8
190602,1906.122,,31.3,,,64.2,,,,,6.0
190603,1906.204,,64.5,,,63.8,,,,,6.4
190604,1906.286,,55.3,,,61.3,,,,,7.7
190605,1906.371,,57.7,,,55.9,,,,,10.2
190606,1906.453,,63.2,,,53.5,,,,,12.6
190607,1906.538,,103.6,,,55.1,,,,,14.7
190608,1906.623,,47.7,,,59.6,,,,,16.6
190609,1906.705,,56.1,,,62.7,,,,,15.2
190610,1906.790,,17.8,,,62.4,,,,,12.2
190611,1906.872,,38.9,,,61.7,,,,,9.7
190612,1906.957,,64.7,,,60.1,,,,,6.6
190701,1907.042,,76.4,,,56.9,,,,,5.9
190702,1907.121,,108.2,,,55.0,,,,,4.8
190703,1907.203,,60.7,,,56.4,,,,,7.7
190704,1907.285,,52.6,,,59.6,,,,,8.0
190705,1907.370,,42.9,,,62.5,,,,,10.4
190706,1907.452,,40.4,,,62.8,,,,,12.1
190707,1907.537,,49.7,,,60.5,,,,,13.9
190708,1907.622,,54.3,,,55.8,,,,,15.2
190709,1907.704,,85.0,,,51.4,,,,,15.1
190710,1907.789,,65.4,,,50.3,,,,,12.1
190711,1907.871,,61.5,,,50.4,,,,,10.1
190712,1907.956,,47.3,,,50.6,,,,,8.0
190801,1908.041,,39.2,,,50.5,,,,,5.6
190802,1908.123,,33.9,,,51.6,,,,,6.8
190803,1908.205,,28.7,,,53.2,,,,,6.1
190804,1908.287,,57.6,,,51.9,,,,,7.3
190805,1908.372,,40.8,,,49.9,,,,,11.2
190806,1908.454,,48.1,,,48.9,,,,,13.1
190807,1908.539,,39.5,,,49.3,,,,,15.1
190808,1908.624,,90.5,,,50.5,,,,,15.7
190809,1908.706,,86.9,,,52.6,,,,,13.7
190810,1908.791,,32.3,,,53.1,,,,,14.2
190811,1908.873,,45.5,,,51.9,,,,,10.6
190812,1908.958,,39.5,,,50.6,,,,,7.8
190901,1909.043,,56.7,,,49.4,,,,,6.9
190902,1909.123,,46.6,,,46.4,,,,,5.2
190903,1909.205,,66.3,,,41.6,,,,,5.6
190904,1909.287,,32.3,,,40.7,,,,,9.2
190905,1909.372,,36.0,,,42.2,,,,,10.8
190906,1909.454,,22.6,,,43.3,,,,,12.2
190907,1909.539,,35.8,,,42.6,,,,,14.7
190908,1909.624,,23.1,,,40.7,,,,,16.1
190909,1909.706,,38.8,,,38.2,,,,,14.2
190910,1909.791,,58.4,,,35.4,,,,,12.9
190911,1909.873,,55.8,,,33.8,,,,,8.5
190912,1909.958,,54.2,,,32.8,,,,,7.7
191001,1910.042,,26.4,,,31.5,,,,,6.4
191002,1910.122,,31.5,,,30.1,,,,,7.4
191003,1910.204,,21.4,,,29.1,,,,,7.7
191004,1910.286,,8.4,,,27.7,,,,,8.0
191005,1910.371,,22.2,,,24.7,,,,,10.4
191006,1910.453,,12.3,,,20.6,,,,,13.3
191007,1910.538,,14.1,,,17.6,,,,,14.2
191008,1910.623,,11.5,,,15.7,,,,,15.4
191009,1910.705,,26.2,,,14.2,,,,,13.9
191010,1910.790,,38.3,,,14.0,,,,,12.7
191011,1910.872,,4.9,,,13.8,,,,,7.5
191012,1910.957,,5.8,,,12.8,,,,,9.2
191101,1911.042,,3.4,,,12.0,,,,,5.7
191102,1911.121,,9.0,,,11.2,,,,,6.5
191103,1911.203,,7.8,,,10.0,,,,,6.9
191104,1911.285,,16.5,,,7.5,,,,,7.5
191105,1911.370,,9.0,,,6.0,,,,,11.8
191106,1911.452,,2.2,,,5.8,,,,,13.6
191107,1911.537,,3.5,,,5.6,,,,,17.1
191108,1911.622,,4.0,,,5.1,,,,,18.2
191109,1911.704,,4.0,,,4.6,,,,,16.7
191110,1911.789,,2.6,,,4.0,,,,,12.4
191111,1911.871,,4.2,,,3.3,,,,,9.1
191112,1911.956,,2.2,,,3.1,,,,,9.1
191201,1912.041,,0.3,,,3.2,,,,,7.6
191202,1912.123,,0.0,,,3.0,,,,,7.7
191203,1912.205,,4.9,,,3.1,,,,,8.4
191204,1912.287,,4.5,,,3.4,,,,,9.5
191205,1912.372,,4.4,,,3.4,,,,,12.3
191206,1912.454,,4.1,,,3.4,,,,,13.1
191207,1912.539,,3.0,,,3.7,,,,,15.3
191208,1912.624,,0.3,,,3.9,,,,,13.4
191209,1912.706,,9.5,,,3.8,,,,,12.8
191210,1912.791,,4.6,,,3.5,,,,,11.8
191211,1912.873,,1.1,,,3.2,,,,,9.0
191212,1912.958,,6.4,,,2.8,,,,,9.1
191301,1913.043,,2.3,,,2.6,,,,,7.6
191302,1913.123,,2.9,,,2.5,,,,,6.9
191303,1913.205,,0.5,,,2.2,,,,,8.0
191304,1913.287,,0.9,,,1.8,,,,,8.7
191305,1913.372,,0.0,,,1.7,,,,,10.7
191306,1913.454,,0.0,,,1.5,,,,,12.9
191307,1913.539,,1.7,,,1.5,,,,,12.5
191308,1913.624,,0.2,,,1.5,,,,,15.4
191309,1913.706,,1.2,,,1.6,,,,,14.2
191310,1913.791,,3.1,,,2.4,,,,,13.3
191311,1913.873,,0.7,,,3.3,,,,,10.8
191312,1913.958,,3.8,,,3.9,,,,,7.9
191401,1914.042,,2.8,,,4.6,,,,,5.4
191402,1914.122,,2.6,,,5.0,,,,,7.9
191403,1914.204,,3.1,,,5.8,,,,,8.1
191404,1914.286,,17.3,,,6.5,,,,,8.8
191405,1914.371,,5.2,,,7.4,,,,,11.2
191406,1914.453,,11.4,,,8.8,,,,,13.3
191407,1914.538,,5.4,,,10.4,,,,,15.3
191408,1914.623,,7.7,,,12.9,,,,,16.1
191409,1914.705,,12.7,,,16.1,,,,,14.8
191410,1914.790,,8.2,,,18.6,,,,,12.2
191411,1914.872,,16.4,,,20.7,,,,,9.4
191412,1914.957,,22.3,,,24.3,,,,,8.1
191501,1915.042,,23.0,,,29.4,,,,,6.4
191502,1915.121,,42.3,,,34.8,,,,,6.0
191503,1915.203,,38.8,,,38.9,,,,,6.3
191504,1915.285,,41.3,,,42.3,,,,,7.8
191505,1915.370,,33.0,,,45.3,,,,,10.9
191506,1915.452,,68.8,,,46.9,,,,,13.0
191507,1915.537,,71.6,,,48.3,,,,,14.3
191508,1915.622,,69.6,,,49.8,,,,,15.6
191509,1915.704,,49.5,,,51.5,,,,,14.8
191510,1915.789,,53.5,,,53.9,,,,,11.7
191511,1915.871,,42.5,,,56.9,,,,,7.1
191512,1915.956,,34.5,,,58.6,,,,,8.9
191601,1916.041,,45.3,,,57.8,,,,,8.4
191602,1916.123,,55.4,,,55.6,,,,,5.9
191603,1916.205,,67.0,,,54.0,,,,,5.6
191604,1916.287,,71.8,,,53.7,,,,,8.4
191605,1916.372,,74.5,,,54.6,,,,,11.9
191606,1916.454,,67.7,,,56.3,,,,,11.4
191607,1916.539,,53.5,,,58.3,,,,,14.3
191608,1916.624,,35.2,,,60.2,,,,,16.7
191609,1916.706,,45.1,,,62.1,,,,,14.4
191610,1916.791,,50.7,,,63.3,,,,,12.8
191611,1916.873,,65.6,,,65.1,,,,,8.6
191612,1916.958,,53.0,,,68.7,,,,,6.4
191701,1917.043,,74.7,,,73.4,,,,,3.8
191702,1917.123,,71.9,,,81.2,,,,,3.8
191703,1917.205,,94.8,,,89.7,,,,,5.2
191704,1917.287,,74.7,,,94.1,,,,,5.9
191705,1917.372,,114.1,,,96.3,,,,,11.7
191706,1917.454,,114.9,,,100.7,,,,,14.7
191707,1917.539,,119.8,,,104.8,,,,,15.0
191708,1917.624,,154.5,,,105.4,,,,,14.8
191709,1917.706,,129.4,,,104.2,,,,,15.0
191710,1917.791,,72.2,,,103.5,,,,,10.5
191711,1917.873,,96.4,,,102.2,,,,,9.8
191712,1917.958,,129.3,,,98.3,,,,,5.7
191801,1918.042,,96.0,,,95.5,,,,,6.1
191802,1918.122,,65.3,,,92.8,,,,,6.9
191803,1918.204,,72.2,,,88.5,,,,,6.9
191804,1918.286,,80.5,,,87.0,,,,,7.6
191805,1918.371,,76.7,,,87.0,,,,,11.9
191806,1918.453,,59.4,,,83.5,,,,,12.5
191807,1918.538,,107.6,,,78.6,,,,,15.2
191808,1918.623,,101.7,,,77.2,,,,,15.9
191809,1918.705,,79.9,,,77.5,,,,,13.7
191810,1918.790,,85.0,,,76.1,,,,,11.2
191811,1918.872,,83.4,,,75.4,,,,,9.1
191812,1918.957,,59.2,,,78.0,,,,,9.6
191901,1919.042,,48.1,,,78.4,,,,,6.2
191902,1919.121,,79.5,,,75.2,,,,,5.4
191903,1919.203,,66.5,,,72.8,,,,,6.3
191904,1919.285,,51.8,,,70.4,,,,,7.4
191905,1919.370,,88.1,,,67.4,,,,,11.9
191906,1919.452,,111.2,,,64.6,,,,,13.4
191907,1919.537,,64.7,,,63.7,,,,,13.6
191908,1919.622,,69.0,,,62.8,,,,,16.1
191909,1919.704,,54.7,,,61.9,,,,,14.7
191910,1919.789,,52.8,,,60.5,,,,,10.4
191911,1919.871,,42.0,,,56.7,,,,,6.8
191912,1919.956,,34.9,,,51.4,,,,,8.5
192001,1920.041,,51.1,,,46.8,,,,,7.5
192002,1920.123,,53.9,,,43.2,,,,,7.3
192003,1920.205,,70.2,,,40.3,,,,,8.4
192004,1920.287,,14.8,,,39.4,,,,,9.2
192005,1920.372,,33.3,,,38.7,,,,,11.7
192006,1920.454,,38.7,,,37.9,,,,,13.4
192007,1920.539,,27.5,,,36.8,,,,,13.7
192008,1920.624,,19.2,,,34.9,,,,,14.1
192009,1920.706,,36.3,,,32.1,,,,,14.1
192010,1920.791,,49.6,,,31.0,,,,,13.1
192011,1920.873,,27.2,,,31.3,,,,,9.4
192012,1920.958,,29.9,,,30.6,,,,,7.2
192101,1921.043,,31.5,,,31.0,,,,,8.9
192102,1921.123,,28.3,,,31.7,,,,,6.4
192103,1921.205,,26.7,,,31.1,,,,,7.9
192104,1921.287,,32.4,,,29.0,,,,,8.6
192105,1921.372,,22.2,,,27.3,,,,,11.1
192106,1921.454,,33.7,,,26.5,,,,,13.8
192107,1921.539,,41.9,,,25.3,,,,,17.6
192108,1921.624,,22.8,,,24.4,,,,,15.9
192109,1921.706,,17.8,,,25.5,,,,,16.3
192110,1921.791,,18.2,,,25.8,,,,,15.6
192111,1921.873,,17.8,,,24.3,,,,,9.4
192112,1921.958,,20.3,,,22.5,,,,,9.5
192201,1922.042,,11.8,,,20.1,,,,,7.8
192202,1922.122,,26.4,,,18.1,,,,,7.4
192203,1922.204,,54.7,,,16.9,,,,,6.9
192204,1922.286,,11.0,,,15.8,,,,,7.6
192205,1922.371,,8.0,,,14.9,,,,,12.8
192206,1922.453,,5.8,,,14.4,,,,,13.6
192207,1922.538,,10.9,,,13.9,,,,,14.0
192208,1922.623,,6.5,,,12.6,,,,,14.6
192209,1922.705,,4.7,,,9.4,,,,,13.6
192210,1922.790,,6.2,,,7.1,,,,,10.9
192211,1922.872,,7.4,,,6.7,,,,,8.8
192212,1922.957,,17.5,,,6.6,,,,,8.2
192301,1923.042,,4.5,,,6.4,,,,,7.6
192302,1923.121,,1.5,,,5.9,,,,,8.3
192303,1923.203,,3.3,,,6.0,,,,,8.4
192304,1923.285,,6.1,,,6.6,,,,,9.2
192305,1923.370,,3.2,,,6.9,,,,,10.3
192306,1923.452,,9.1,,,6.4,,,,,12.9
192307,1923.537,,3.5,,,5.6,,,,,16.5
192308,1923.622,,0.5,,,5.6,,,,,15.9
192309,1923.704,,13.2,,,5.7,,,,,13.9
192310,1923.789,,11.6,,,5.8,,,,,12.3
192311,1923.871,,10.0,,,6.8,,,,,6.9
192312,1923.956,,2.8,,,8.1,,,,,7.7
192401,1924.041,,0.5,,,9.8,,,,,7.5
192402,1924.123,,5.1,,,11.6,,,,,5.5
192403,1924.205,,1.8,,,12.9,,,,,6.9
192404,1924.287,,11.3,,,13.9,,,,,8.1
192405,1924.372,,20.8,,,15.1,,,,,11.6
192406,1924.454,,24.0,,,16.1,,,,,13.3
192407,1924.539,,28.1,,,16.9,,,,,15.1
192408,1924.624,,19.3,,,17.9,,,,,14.7
192409,1924.706,,25.1,,,19.3,,,,,14.6
192410,1924.791,,25.6,,,20.8,,,,,12.5
192411,1924.873,,22.5,,,22.6,,,,,9.7
192412,1924.958,,16.5,,,24.5,,,,,8.1
192501,1925.043,,5.5,,,25.9,,,,,7.7
192502,1925.123,,23.2,,,27.1,,,,,7.3
192503,1925.205,,18.0,,,29.4,,,,,6.4
192504,1925.287,,31.7,,,32.6,,,,,8.4
192505,1925.372,,42.8,,,36.0,,,,,10.9
192506,1925.454,,47.5,,,40.9,,,,,14.6
192507,1925.539,,38.5,,,47.1,,,,,15.6
192508,1925.624,,37.9,,,51.8,,,,,15.6
192509,1925.706,,60.2,,,55.6,,,,,13.4
192510,1925.791,,69.2,,,57.7,,,,,12.8
192511,1925.873,,58.6,,,58.9,,,,,7.7
192512,1925.958,,98.6,,,60.9,,,,,7.0
192601,1926.042,,71.8,,,62.5,,,,,7.2
192602,1926.122,,69.9,,,64.1,,,,,8.7
192603,1926.204,,62.5,,,65.1,,,,,7.7
192604,1926.286,,38.5,,,65.2,,,,,9.6
192605,1926.371,,64.3,,,65.4,,,,,10.9
192606,1926.453,,73.5,,,64.7,,,,,12.8
192607,1926.538,,52.3,,,64.3,,,,,16.0
192608,1926.623,,61.6,,,65.7,,,,,16.8
192609,1926.705,,60.8,,,66.9,,,,,16.7
192610,1926.790,,71.5,,,69.5,,,,,11.8
192611,1926.872,,60.5,,,72.4,,,,,9.3
192612,1926.957,,79.4,,,72.4,,,,,7.2
192701,1927.042,,81.6,,,71.9,,,,,7.4
192702,1927.121,,93.0,,,71.7,,,,,6.7
192703,1927.203,,69.6,,,71.7,,,,,8.4
192704,1927.285,,93.5,,,71.7,,,,,9.1
192705,1927.370,,79.1,,,71.6,,,,,12.2
192706,1927.452,,59.1,,,70.5,,,,,12.9
192707,1927.537,,54.9,,,69.1,,,,,15.3
192708,1927.622,,53.8,,,68.4,,,,,15.7
192709,1927.704,,68.4,,,68.2,,,,,13.8
192710,1927.789,,63.1,,,68.4,,,,,13.2
192711,1927.871,,67.2,,,67.7,,,,,8.9
192712,1927.956,,45.2,,,69.0,,,,,5.6
192801,1928.041,,83.5,,,72.1,,,,,7.9
192802,1928.123,,73.5,,,75.2,,,,,8.3
192803,1928.205,,85.4,,,77.3,,,,,7.8
192804,1928.287,,80.6,,,78.1,,,,,9.2
192805,1928.372,,77.0,,,77.4,,,,,10.9
192806,1928.454,,91.4,,,77.2,,,,,13.4
192807,1928.539,,98.0,,,77.2,,,,,16.0
192808,1928.624,,83.8,,,76.1,,,,,16.3
192809,1928.706,,89.7,,,74.2,,,,,15.4
192810,1928.791,,61.4,,,71.6,,,,,12.9
192811,1928.873,,50.3,,,69.7,,,,,10.6
192812,1928.958,,59.0,,,68.1,,,,,7.4
192901,1929.043,,68.9,,,66.1,,,,,4.8
192902,1929.123,,62.8,,,64.2,,,,,3.9
192903,1929.205,,50.2,,,61.1,,,,,7.2
192904,1929.287,,52.8,,,58.5,,,,,7.7
192905,1929.372,,58.2,,,59.5,,,,,10.7
192906,1929.454,,71.9,,,62.8,,,,,12.9
192907,1929.539,,70.2,,,64.7,,,,,15.4
192908,1929.624,,65.8,,,64.0,,,,,15.8
192909,1929.706,,34.4,,,62.9,,,,,16.8
192910,1929.791,,54.0,,,61.6,,,,,12.0
192911,1929.873,,81.1,,,60.1,,,,,9.9
192912,1929.958,,108.0,,,57.4,,,,,8.7
193001,1930.042,,65.3,,,53.6,,,,,8.3
193002,1930.122,,49.9,,,49.9,,,,,5.4
193003,1930.204,,35.0,,,48.1,,,,,7.2
